,RegionID,SizeRank,RegionName,RegionType,StateName,Date,Value
165582,394974,7,"Philadelphia, PA",msa,PA,2015-06-30,208213.43644969023
165602,394982,27,"Pittsburgh, PA",msa,PA,2015-06-30,135520.70774467578
165644,394318,70,"Allentown, PA",msa,PA,2015-06-30,183039.5709074537
165671,394666,99,"Harrisburg, PA",msa,PA,2015-06-30,171052.49814213815
165673,395075,101,"Scranton, PA",msa,PA,2015-06-30,122708.27565057592
165676,394768,104,"Lancaster, PA",msa,PA,2015-06-30,196568.66180288157
165694,395244,122,"York, PA",msa,PA,2015-06-30,160234.77081705644
165700,395015,128,"Reading, PA",msa,PA,2015-06-30,155961.66462877844
165755,394572,184,"Erie, PA",msa,PA,2015-06-30,118637.60053567728
165830,394553,263,"East Stroudsburg, PA",msa,PA,2015-06-30,139807.08817438877
165840,395125,273,"State College, PA",msa,PA,2015-06-30,208341.97510448363
165844,394453,277,"Chambersburg, PA",msa,PA,2015-06-30,161649.00032046807
165870,395000,304,"Pottsville, PA",msa,PA,2015-06-30,73091.94763384071
165872,394783,306,"Lebanon, PA",msa,PA,2015-06-30,165947.42041200123
165888,394727,322,"Johnstown, PA",msa,PA,2015-06-30,92750.41814477804
165905,394321,340,"Altoona, PA",msa,PA,2015-06-30,132095.9886412722
165923,395225,359,"Williamsport, PA",msa,PA,2015-06-30,152911.13821239793
165946,394630,382,"Gettysburg, PA",msa,PA,2015-06-30,188240.9820866986
165978,395140,415,"Sunbury, PA",msa,PA,2015-06-30,104575.89959990412
165989,394907,427,"New Castle, PA",msa,PA,2015-06-30,92555.19791027108
165993,394847,431,"Meadville, PA",msa,PA,2015-06-30,98555.85255987413
165998,394704,436,"Indiana, PA",msa,PA,2015-06-30,106782.81944774784
166001,394395,439,"Bloomsburg, PA",msa,PA,2015-06-30,165368.4758642371
166012,394541,450,"DuBois, PA",msa,PA,2015-06-30,95895.19070776486
166037,395106,475,"Somerset, PA",msa,PA,2015-06-30,107564.08634556428
166094,395071,536,"Sayre, PA",msa,PA,2015-06-30,148481.1555978963
166154,394933,597,"Oil City, PA",msa,PA,2015-06-30,83549.93914238122
166193,394789,636,"Lewistown, PA",msa,PA,2015-06-30,91043.16594772902
166218,394695,662,"Huntingdon, PA",msa,PA,2015-06-30,114168.0404006188
166227,394785,671,"Lewisburg, PA",msa,PA,2015-06-30,173269.71715376593
166248,394409,692,"Bradford, PA",msa,PA,2015-06-30,89076.82411176506
166255,395082,699,"Selinsgrove, PA",msa,PA,2015-06-30,175495.57096903204
166283,394799,727,"Lock Haven, PA",msa,PA,2015-06-30,129128.068845468
166477,394974,7,"Philadelphia, PA",msa,PA,2015-07-31,208973.4129844115
166497,394982,27,"Pittsburgh, PA",msa,PA,2015-07-31,136229.32004434709
166539,394318,70,"Allentown, PA",msa,PA,2015-07-31,183687.78134889583
166566,394666,99,"Harrisburg, PA",msa,PA,2015-07-31,171198.23837461838
166568,395075,101,"Scranton, PA",msa,PA,2015-07-31,123494.77936152072
166571,394768,104,"Lancaster, PA",msa,PA,2015-07-31,197196.3548362973
166589,395244,122,"York, PA",msa,PA,2015-07-31,160717.4245983679
166595,395015,128,"Reading, PA",msa,PA,2015-07-31,156277.81801908065
166650,394572,184,"Erie, PA",msa,PA,2015-07-31,118972.4248365814
166725,394553,263,"East Stroudsburg, PA",msa,PA,2015-07-31,140465.28524742278
166735,395125,273,"State College, PA",msa,PA,2015-07-31,209199.05952957724
166739,394453,277,"Chambersburg, PA",msa,PA,2015-07-31,163430.0029229265
166765,395000,304,"Pottsville, PA",msa,PA,2015-07-31,73505.52141204929
166767,394783,306,"Lebanon, PA",msa,PA,2015-07-31,166187.24043220063
166783,394727,322,"Johnstown, PA",msa,PA,2015-07-31,93265.64334433076
166800,394321,340,"Altoona, PA",msa,PA,2015-07-31,133326.37051067967
166818,395225,359,"Williamsport, PA",msa,PA,2015-07-31,153294.23964169424
166841,394630,382,"Gettysburg, PA",msa,PA,2015-07-31,188857.16935597445
166873,395140,415,"Sunbury, PA",msa,PA,2015-07-31,105532.01487980912
166884,394907,427,"New Castle, PA",msa,PA,2015-07-31,93385.02399032384
166888,394847,431,"Meadville, PA",msa,PA,2015-07-31,99246.84330650503
166893,394704,436,"Indiana, PA",msa,PA,2015-07-31,107396.5676870984
166896,394395,439,"Bloomsburg, PA",msa,PA,2015-07-31,165758.95387628375
166907,394541,450,"DuBois, PA",msa,PA,2015-07-31,96973.17312159156
166932,395106,475,"Somerset, PA",msa,PA,2015-07-31,108016.80222492646
166989,395071,536,"Sayre, PA",msa,PA,2015-07-31,148459.78597570976
167049,394933,597,"Oil City, PA",msa,PA,2015-07-31,84048.63806631025
167088,394789,636,"Lewistown, PA",msa,PA,2015-07-31,91069.77239447612
167113,394695,662,"Huntingdon, PA",msa,PA,2015-07-31,115182.1215270601
167122,394785,671,"Lewisburg, PA",msa,PA,2015-07-31,173575.69281331063
167143,394409,692,"Bradford, PA",msa,PA,2015-07-31,89418.22637532286
167150,395082,699,"Selinsgrove, PA",msa,PA,2015-07-31,175405.88609107162
167178,394799,727,"Lock Haven, PA",msa,PA,2015-07-31,129235.1787977019
167372,394974,7,"Philadelphia, PA",msa,PA,2015-08-31,209868.9278249821
167392,394982,27,"Pittsburgh, PA",msa,PA,2015-08-31,137029.02002709862
167434,394318,70,"Allentown, PA",msa,PA,2015-08-31,184558.99682337567
167461,394666,99,"Harrisburg, PA",msa,PA,2015-08-31,171572.74276744042
167463,395075,101,"Scranton, PA",msa,PA,2015-08-31,123740.66411736688
167466,394768,104,"Lancaster, PA",msa,PA,2015-08-31,198118.38346973556
167484,395244,122,"York, PA",msa,PA,2015-08-31,161328.98366663777
167490,395015,128,"Reading, PA",msa,PA,2015-08-31,156727.02387228791
167545,394572,184,"Erie, PA",msa,PA,2015-08-31,119430.8290288414
167620,394553,263,"East Stroudsburg, PA",msa,PA,2015-08-31,140774.6851693611
167630,395125,273,"State College, PA",msa,PA,2015-08-31,210139.2048268529
167634,394453,277,"Chambersburg, PA",msa,PA,2015-08-31,164660.60646202532
167660,395000,304,"Pottsville, PA",msa,PA,2015-08-31,73917.75048532872
167662,394783,306,"Lebanon, PA",msa,PA,2015-08-31,166689.32634950167
167678,394727,322,"Johnstown, PA",msa,PA,2015-08-31,94128.12769491972
167695,394321,340,"Altoona, PA",msa,PA,2015-08-31,133935.88967315445
167713,395225,359,"Williamsport, PA",msa,PA,2015-08-31,153950.0246629563
167736,394630,382,"Gettysburg, PA",msa,PA,2015-08-31,189406.5105918172
167768,395140,415,"Sunbury, PA",msa,PA,2015-08-31,106239.1651753907
167779,394907,427,"New Castle, PA",msa,PA,2015-08-31,94261.52460795264
167783,394847,431,"Meadville, PA",msa,PA,2015-08-31,99997.76853057258
167788,394704,436,"Indiana, PA",msa,PA,2015-08-31,108031.97928457968
167791,394395,439,"Bloomsburg, PA",msa,PA,2015-08-31,166652.62299572883
167802,394541,450,"DuBois, PA",msa,PA,2015-08-31,97860.32815560036
167827,395106,475,"Somerset, PA",msa,PA,2015-08-31,108232.15557953413
167884,395071,536,"Sayre, PA",msa,PA,2015-08-31,148503.48238102588
167944,394933,597,"Oil City, PA",msa,PA,2015-08-31,84501.94855333677
167983,394789,636,"Lewistown, PA",msa,PA,2015-08-31,91372.48113710296
168008,394695,662,"Huntingdon, PA",msa,PA,2015-08-31,115295.70916513295
168017,394785,671,"Lewisburg, PA",msa,PA,2015-08-31,174216.22367958943
168038,394409,692,"Bradford, PA",msa,PA,2015-08-31,89817.2837024298
168045,395082,699,"Selinsgrove, PA",msa,PA,2015-08-31,175783.97480185525
168073,394799,727,"Lock Haven, PA",msa,PA,2015-08-31,129434.17459911184
168267,394974,7,"Philadelphia, PA",msa,PA,2015-09-30,210853.63310792865
168287,394982,27,"Pittsburgh, PA",msa,PA,2015-09-30,137790.8877046932
168329,394318,70,"Allentown, PA",msa,PA,2015-09-30,185558.1760451983
168356,394666,99,"Harrisburg, PA",msa,PA,2015-09-30,172106.23103161712
168358,395075,101,"Scranton, PA",msa,PA,2015-09-30,124017.2907458626
168361,394768,104,"Lancaster, PA",msa,PA,2015-09-30,199129.1261758991
168379,395244,122,"York, PA",msa,PA,2015-09-30,162215.06427942007
168385,395015,128,"Reading, PA",msa,PA,2015-09-30,157367.8337786467
168440,394572,184,"Erie, PA",msa,PA,2015-09-30,120046.99085906112
168515,394553,263,"East Stroudsburg, PA",msa,PA,2015-09-30,140627.41603169468
168525,395125,273,"State College, PA",msa,PA,2015-09-30,210930.16012018957
168529,394453,277,"Chambersburg, PA",msa,PA,2015-09-30,165454.10819205575
168555,395000,304,"Pottsville, PA",msa,PA,2015-09-30,74395.40733887452
168557,394783,306,"Lebanon, PA",msa,PA,2015-09-30,167185.64872884782
168573,394727,322,"Johnstown, PA",msa,PA,2015-09-30,94544.29261956568
168590,394321,340,"Altoona, PA",msa,PA,2015-09-30,134637.6636123813
168608,395225,359,"Williamsport, PA",msa,PA,2015-09-30,154276.42035580284
168631,394630,382,"Gettysburg, PA",msa,PA,2015-09-30,190155.9705143564
168663,395140,415,"Sunbury, PA",msa,PA,2015-09-30,106793.0590186196
168674,394907,427,"New Castle, PA",msa,PA,2015-09-30,94950.0455561282
168678,394847,431,"Meadville, PA",msa,PA,2015-09-30,100516.39873248724
168683,394704,436,"Indiana, PA",msa,PA,2015-09-30,108508.87720247066
168686,394395,439,"Bloomsburg, PA",msa,PA,2015-09-30,167869.03702617585
168697,394541,450,"DuBois, PA",msa,PA,2015-09-30,98199.71103959964
168722,395106,475,"Somerset, PA",msa,PA,2015-09-30,108120.87344056828
168779,395071,536,"Sayre, PA",msa,PA,2015-09-30,147787.26867189023
168839,394933,597,"Oil City, PA",msa,PA,2015-09-30,84727.17221955695
168878,394789,636,"Lewistown, PA",msa,PA,2015-09-30,91669.76131760688
168903,394695,662,"Huntingdon, PA",msa,PA,2015-09-30,115159.04173440176
168912,394785,671,"Lewisburg, PA",msa,PA,2015-09-30,174888.38142955583
168933,394409,692,"Bradford, PA",msa,PA,2015-09-30,90408.0276178898
168940,395082,699,"Selinsgrove, PA",msa,PA,2015-09-30,177172.42939679153
168968,394799,727,"Lock Haven, PA",msa,PA,2015-09-30,129846.42483204936
169162,394974,7,"Philadelphia, PA",msa,PA,2015-10-31,211599.01667144324
169182,394982,27,"Pittsburgh, PA",msa,PA,2015-10-31,138374.42726004266
169224,394318,70,"Allentown, PA",msa,PA,2015-10-31,186260.0705480269
169251,394666,99,"Harrisburg, PA",msa,PA,2015-10-31,172536.17333692426
169253,395075,101,"Scranton, PA",msa,PA,2015-10-31,124431.32559736242
169256,394768,104,"Lancaster, PA",msa,PA,2015-10-31,199762.3638162311
169274,395244,122,"York, PA",msa,PA,2015-10-31,162994.59044275642
169280,395015,128,"Reading, PA",msa,PA,2015-10-31,157921.75293698514
169335,394572,184,"Erie, PA",msa,PA,2015-10-31,120658.6960586676
169410,394553,263,"East Stroudsburg, PA",msa,PA,2015-10-31,140357.9282202508
169420,395125,273,"State College, PA",msa,PA,2015-10-31,211240.27671496288
169424,394453,277,"Chambersburg, PA",msa,PA,2015-10-31,165639.95485727044
169450,395000,304,"Pottsville, PA",msa,PA,2015-10-31,74859.47753317638
169452,394783,306,"Lebanon, PA",msa,PA,2015-10-31,167806.86018727138
169468,394727,322,"Johnstown, PA",msa,PA,2015-10-31,94668.50091068396
169485,394321,340,"Altoona, PA",msa,PA,2015-10-31,135361.05392940753
169503,395225,359,"Williamsport, PA",msa,PA,2015-10-31,154408.02447483296
169526,394630,382,"Gettysburg, PA",msa,PA,2015-10-31,191073.2663530717
169558,395140,415,"Sunbury, PA",msa,PA,2015-10-31,106916.39583191316
169569,394907,427,"New Castle, PA",msa,PA,2015-10-31,95336.90660506496
169573,394847,431,"Meadville, PA",msa,PA,2015-10-31,100845.8196774439
169578,394704,436,"Indiana, PA",msa,PA,2015-10-31,109075.31670050757
169581,394395,439,"Bloomsburg, PA",msa,PA,2015-10-31,169045.22468564892
169592,394541,450,"DuBois, PA",msa,PA,2015-10-31,98164.95064785994
169617,395106,475,"Somerset, PA",msa,PA,2015-10-31,107571.47581745408
169674,395071,536,"Sayre, PA",msa,PA,2015-10-31,147031.475780341
169734,394933,597,"Oil City, PA",msa,PA,2015-10-31,84756.34801815078
169773,394789,636,"Lewistown, PA",msa,PA,2015-10-31,92104.85382623704
169798,394695,662,"Huntingdon, PA",msa,PA,2015-10-31,114878.1736409478
169807,394785,671,"Lewisburg, PA",msa,PA,2015-10-31,175175.6976200634
169828,394409,692,"Bradford, PA",msa,PA,2015-10-31,90688.29713913538
169835,395082,699,"Selinsgrove, PA",msa,PA,2015-10-31,177920.05270123645
169863,394799,727,"Lock Haven, PA",msa,PA,2015-10-31,130218.04312715693
170057,394974,7,"Philadelphia, PA",msa,PA,2015-11-30,212039.26636509635
170077,394982,27,"Pittsburgh, PA",msa,PA,2015-11-30,138651.7062643896
170119,394318,70,"Allentown, PA",msa,PA,2015-11-30,186563.14433681275
170146,394666,99,"Harrisburg, PA",msa,PA,2015-11-30,172824.56988086304
170148,395075,101,"Scranton, PA",msa,PA,2015-11-30,125001.31175102077
170151,394768,104,"Lancaster, PA",msa,PA,2015-11-30,200175.0637632009
170169,395244,122,"York, PA",msa,PA,2015-11-30,163730.75301254584
170175,395015,128,"Reading, PA",msa,PA,2015-11-30,158152.95083083
170230,394572,184,"Erie, PA",msa,PA,2015-11-30,120794.46933662328
170305,394553,263,"East Stroudsburg, PA",msa,PA,2015-11-30,139839.73575498437
170315,395125,273,"State College, PA",msa,PA,2015-11-30,211384.7846838218
170319,394453,277,"Chambersburg, PA",msa,PA,2015-11-30,165478.4654379276
170345,395000,304,"Pottsville, PA",msa,PA,2015-11-30,75119.59435741656
170347,394783,306,"Lebanon, PA",msa,PA,2015-11-30,168073.87306575917
170363,394727,322,"Johnstown, PA",msa,PA,2015-11-30,94261.98567690862
170380,394321,340,"Altoona, PA",msa,PA,2015-11-30,135731.61926637482
170398,395225,359,"Williamsport, PA",msa,PA,2015-11-30,154432.71002435012
170421,394630,382,"Gettysburg, PA",msa,PA,2015-11-30,191569.4545250323
170453,395140,415,"Sunbury, PA",msa,PA,2015-11-30,106983.64612561576
170464,394907,427,"New Castle, PA",msa,PA,2015-11-30,95099.53466168382
170468,394847,431,"Meadville, PA",msa,PA,2015-11-30,100987.2712621286
170473,394704,436,"Indiana, PA",msa,PA,2015-11-30,109686.79830916076
170476,394395,439,"Bloomsburg, PA",msa,PA,2015-11-30,169656.03870145907
170487,394541,450,"DuBois, PA",msa,PA,2015-11-30,98122.33094003912
170512,395106,475,"Somerset, PA",msa,PA,2015-11-30,106754.585636294
170569,395071,536,"Sayre, PA",msa,PA,2015-11-30,145552.95901655048
170629,394933,597,"Oil City, PA",msa,PA,2015-11-30,84699.02964653684
170668,394789,636,"Lewistown, PA",msa,PA,2015-11-30,92805.31577867798
170693,394695,662,"Huntingdon, PA",msa,PA,2015-11-30,114775.21655081784
170702,394785,671,"Lewisburg, PA",msa,PA,2015-11-30,174722.828624528
170723,394409,692,"Bradford, PA",msa,PA,2015-11-30,90423.01325319054
170730,395082,699,"Selinsgrove, PA",msa,PA,2015-11-30,178360.82124009542
170758,394799,727,"Lock Haven, PA",msa,PA,2015-11-30,130442.28861846175
170952,394974,7,"Philadelphia, PA",msa,PA,2015-12-31,212554.591233918
170972,394982,27,"Pittsburgh, PA",msa,PA,2015-12-31,139018.64494396496
171014,394318,70,"Allentown, PA",msa,PA,2015-12-31,186768.6051098796
171041,394666,99,"Harrisburg, PA",msa,PA,2015-12-31,173199.56823622342
171043,395075,101,"Scranton, PA",msa,PA,2015-12-31,125808.23991420776
171046,394768,104,"Lancaster, PA",msa,PA,2015-12-31,200668.33223929652
171064,395244,122,"York, PA",msa,PA,2015-12-31,164492.10790881616
171070,395015,128,"Reading, PA",msa,PA,2015-12-31,158459.97703884097
171125,394572,184,"Erie, PA",msa,PA,2015-12-31,120835.45363474247
171200,394553,263,"East Stroudsburg, PA",msa,PA,2015-12-31,139348.9689838875
171210,395125,273,"State College, PA",msa,PA,2015-12-31,211768.7079867445
171214,394453,277,"Chambersburg, PA",msa,PA,2015-12-31,165418.62053010683
171240,395000,304,"Pottsville, PA",msa,PA,2015-12-31,75324.0499561018
171242,394783,306,"Lebanon, PA",msa,PA,2015-12-31,168253.06409636917
171258,394727,322,"Johnstown, PA",msa,PA,2015-12-31,93915.3746307808
171275,394321,340,"Altoona, PA",msa,PA,2015-12-31,136094.65155361046
171293,395225,359,"Williamsport, PA",msa,PA,2015-12-31,154802.16589858884
171316,394630,382,"Gettysburg, PA",msa,PA,2015-12-31,191710.5084247059
171348,395140,415,"Sunbury, PA",msa,PA,2015-12-31,106881.4043824744
171359,394907,427,"New Castle, PA",msa,PA,2015-12-31,95014.3203435811
171363,394847,431,"Meadville, PA",msa,PA,2015-12-31,100791.93851399967
171368,394704,436,"Indiana, PA",msa,PA,2015-12-31,110353.32173195187
171371,394395,439,"Bloomsburg, PA",msa,PA,2015-12-31,170164.02928267932
171382,394541,450,"DuBois, PA",msa,PA,2015-12-31,98115.70782670304
171407,395106,475,"Somerset, PA",msa,PA,2015-12-31,106121.6801761817
171464,395071,536,"Sayre, PA",msa,PA,2015-12-31,144674.4004343826
171524,394933,597,"Oil City, PA",msa,PA,2015-12-31,84787.80789521559
171563,394789,636,"Lewistown, PA",msa,PA,2015-12-31,93918.74005073636
171588,394695,662,"Huntingdon, PA",msa,PA,2015-12-31,115159.39667390547
171597,394785,671,"Lewisburg, PA",msa,PA,2015-12-31,173561.496532182
171618,394409,692,"Bradford, PA",msa,PA,2015-12-31,89819.4617362588
171625,395082,699,"Selinsgrove, PA",msa,PA,2015-12-31,178261.790631942
171653,394799,727,"Lock Haven, PA",msa,PA,2015-12-31,130897.80442191393
171847,394974,7,"Philadelphia, PA",msa,PA,2016-01-31,213294.88773801285
171867,394982,27,"Pittsburgh, PA",msa,PA,2016-01-31,139424.59032330822
171909,394318,70,"Allentown, PA",msa,PA,2016-01-31,187177.1495179997
171936,394666,99,"Harrisburg, PA",msa,PA,2016-01-31,173734.926908689
171938,395075,101,"Scranton, PA",msa,PA,2016-01-31,126578.56684159373
171941,394768,104,"Lancaster, PA",msa,PA,2016-01-31,201349.7674305607
171959,395244,122,"York, PA",msa,PA,2016-01-31,165273.62173819417
171965,395015,128,"Reading, PA",msa,PA,2016-01-31,158752.60052209697
172020,394572,184,"Erie, PA",msa,PA,2016-01-31,121139.64005278904
172095,394553,263,"East Stroudsburg, PA",msa,PA,2016-01-31,138954.57525327094
172105,395125,273,"State College, PA",msa,PA,2016-01-31,212551.50577137983
172109,394453,277,"Chambersburg, PA",msa,PA,2016-01-31,165836.6482616584
172135,395000,304,"Pottsville, PA",msa,PA,2016-01-31,75255.75935574993
172137,394783,306,"Lebanon, PA",msa,PA,2016-01-31,168448.30995412145
172153,394727,322,"Johnstown, PA",msa,PA,2016-01-31,93396.39973004253
172170,394321,340,"Altoona, PA",msa,PA,2016-01-31,136335.618881375
172188,395225,359,"Williamsport, PA",msa,PA,2016-01-31,155479.997105193
172211,394630,382,"Gettysburg, PA",msa,PA,2016-01-31,191680.0534862139
172243,395140,415,"Sunbury, PA",msa,PA,2016-01-31,107364.3622830968
172254,394907,427,"New Castle, PA",msa,PA,2016-01-31,95250.10129902612
172258,394847,431,"Meadville, PA",msa,PA,2016-01-31,100530.41829880077
172263,394704,436,"Indiana, PA",msa,PA,2016-01-31,110875.78777104829
172266,394395,439,"Bloomsburg, PA",msa,PA,2016-01-31,170830.2974031663
172277,394541,450,"DuBois, PA",msa,PA,2016-01-31,98296.28498350488
172302,395106,475,"Somerset, PA",msa,PA,2016-01-31,105918.19700734432
172359,395071,536,"Sayre, PA",msa,PA,2016-01-31,144003.23357863864
172419,394933,597,"Oil City, PA",msa,PA,2016-01-31,85213.57390688364
172458,394789,636,"Lewistown, PA",msa,PA,2016-01-31,95038.599209145
172483,394695,662,"Huntingdon, PA",msa,PA,2016-01-31,116596.74863224932
172492,394785,671,"Lewisburg, PA",msa,PA,2016-01-31,172571.7493695343
172513,394409,692,"Bradford, PA",msa,PA,2016-01-31,89538.25544531022
172520,395082,699,"Selinsgrove, PA",msa,PA,2016-01-31,177385.49580528392
172548,394799,727,"Lock Haven, PA",msa,PA,2016-01-31,131541.0762052246
172742,394974,7,"Philadelphia, PA",msa,PA,2016-02-29,214080.50874066295
172762,394982,27,"Pittsburgh, PA",msa,PA,2016-02-29,139889.5411840401
172804,394318,70,"Allentown, PA",msa,PA,2016-02-29,187769.12806628432
172831,394666,99,"Harrisburg, PA",msa,PA,2016-02-29,174401.297573887
172833,395075,101,"Scranton, PA",msa,PA,2016-02-29,126961.48030997626
172836,394768,104,"Lancaster, PA",msa,PA,2016-02-29,202087.7544793037
172854,395244,122,"York, PA",msa,PA,2016-02-29,166062.05835000743
172860,395015,128,"Reading, PA",msa,PA,2016-02-29,159295.8069720686
172915,394572,184,"Erie, PA",msa,PA,2016-02-29,121714.01475786864
172990,394553,263,"East Stroudsburg, PA",msa,PA,2016-02-29,138838.5331061406
173000,395125,273,"State College, PA",msa,PA,2016-02-29,213297.18847642012
173004,394453,277,"Chambersburg, PA",msa,PA,2016-02-29,166077.33763532736
173030,395000,304,"Pottsville, PA",msa,PA,2016-02-29,75046.08983899474
173032,394783,306,"Lebanon, PA",msa,PA,2016-02-29,168472.37345761684
173048,394727,322,"Johnstown, PA",msa,PA,2016-02-29,92420.23603815248
173065,394321,340,"Altoona, PA",msa,PA,2016-02-29,136660.47524296338
173083,395225,359,"Williamsport, PA",msa,PA,2016-02-29,156255.6983225959
173106,394630,382,"Gettysburg, PA",msa,PA,2016-02-29,191988.4003111578
173138,395140,415,"Sunbury, PA",msa,PA,2016-02-29,107486.03843722022
173149,394907,427,"New Castle, PA",msa,PA,2016-02-29,95806.5077996684
173153,394847,431,"Meadville, PA",msa,PA,2016-02-29,100383.51355630832
173158,394704,436,"Indiana, PA",msa,PA,2016-02-29,110974.24556330738
173161,394395,439,"Bloomsburg, PA",msa,PA,2016-02-29,171599.981316146
173172,394541,450,"DuBois, PA",msa,PA,2016-02-29,98205.29360243824
173197,395106,475,"Somerset, PA",msa,PA,2016-02-29,106210.5559022235
173254,395071,536,"Sayre, PA",msa,PA,2016-02-29,143501.22042876933
173314,394933,597,"Oil City, PA",msa,PA,2016-02-29,85593.15336456905
173353,394789,636,"Lewistown, PA",msa,PA,2016-02-29,95639.20350909748
173378,394695,662,"Huntingdon, PA",msa,PA,2016-02-29,118029.50154209389
173387,394785,671,"Lewisburg, PA",msa,PA,2016-02-29,171723.9714525116
173408,394409,692,"Bradford, PA",msa,PA,2016-02-29,89608.83247662273
173415,395082,699,"Selinsgrove, PA",msa,PA,2016-02-29,174115.28003625464
173426,395203,710,"Warren, PA",msa,PA,2016-02-29,97054.1534567588
173443,394799,727,"Lock Haven, PA",msa,PA,2016-02-29,132004.83330121692
173637,394974,7,"Philadelphia, PA",msa,PA,2016-03-31,214476.14459930372
173657,394982,27,"Pittsburgh, PA",msa,PA,2016-03-31,139924.5625110938
173699,394318,70,"Allentown, PA",msa,PA,2016-03-31,187981.31863416964
173726,394666,99,"Harrisburg, PA",msa,PA,2016-03-31,174627.6905559718
173728,395075,101,"Scranton, PA",msa,PA,2016-03-31,126565.26536774324
173731,394768,104,"Lancaster, PA",msa,PA,2016-03-31,202307.1768466135
173749,395244,122,"York, PA",msa,PA,2016-03-31,166384.32152331315
173755,395015,128,"Reading, PA",msa,PA,2016-03-31,159629.8130929853
173810,394572,184,"Erie, PA",msa,PA,2016-03-31,122000.14397602294
173885,394553,263,"East Stroudsburg, PA",msa,PA,2016-03-31,138861.17421844625
173895,395125,273,"State College, PA",msa,PA,2016-03-31,213650.95402390847
173899,394453,277,"Chambersburg, PA",msa,PA,2016-03-31,165857.38043688357
173925,395000,304,"Pottsville, PA",msa,PA,2016-03-31,74332.4962110083
173927,394783,306,"Lebanon, PA",msa,PA,2016-03-31,168029.78699457963
173943,394727,322,"Johnstown, PA",msa,PA,2016-03-31,91265.62113453512
173960,394321,340,"Altoona, PA",msa,PA,2016-03-31,136509.6667136081
173978,395225,359,"Williamsport, PA",msa,PA,2016-03-31,156874.73864070186
174001,394630,382,"Gettysburg, PA",msa,PA,2016-03-31,192276.4299151408
174033,395140,415,"Sunbury, PA",msa,PA,2016-03-31,107132.35342439532
174044,394907,427,"New Castle, PA",msa,PA,2016-03-31,95995.98777531316
174048,394847,431,"Meadville, PA",msa,PA,2016-03-31,100064.37607180222
174053,394704,436,"Indiana, PA",msa,PA,2016-03-31,110334.0741974634
174056,394395,439,"Bloomsburg, PA",msa,PA,2016-03-31,171514.4913567256
174067,394541,450,"DuBois, PA",msa,PA,2016-03-31,96940.58908810314
174092,395106,475,"Somerset, PA",msa,PA,2016-03-31,106223.8179863714
174149,395071,536,"Sayre, PA",msa,PA,2016-03-31,142813.83944816838
174209,394933,597,"Oil City, PA",msa,PA,2016-03-31,85526.77530611509
174248,394789,636,"Lewistown, PA",msa,PA,2016-03-31,95726.28703374905
174273,394695,662,"Huntingdon, PA",msa,PA,2016-03-31,118707.9747975208
174282,394785,671,"Lewisburg, PA",msa,PA,2016-03-31,170995.01158062962
174303,394409,692,"Bradford, PA",msa,PA,2016-03-31,89588.82623165613
174310,395082,699,"Selinsgrove, PA",msa,PA,2016-03-31,169937.0582729997
174321,395203,710,"Warren, PA",msa,PA,2016-03-31,96167.68204950057
174338,394799,727,"Lock Haven, PA",msa,PA,2016-03-31,131847.9437751444
174532,394974,7,"Philadelphia, PA",msa,PA,2016-04-30,214790.04530788047
174552,394982,27,"Pittsburgh, PA",msa,PA,2016-04-30,140077.04971558883
174594,394318,70,"Allentown, PA",msa,PA,2016-04-30,187976.77475365988
174621,394666,99,"Harrisburg, PA",msa,PA,2016-04-30,174793.67527919906
174623,395075,101,"Scranton, PA",msa,PA,2016-04-30,125924.62484419713
174626,394768,104,"Lancaster, PA",msa,PA,2016-04-30,202589.01385578467
174644,395244,122,"York, PA",msa,PA,2016-04-30,166564.87305093042
174650,395015,128,"Reading, PA",msa,PA,2016-04-30,159862.95905177845
174705,394572,184,"Erie, PA",msa,PA,2016-04-30,121943.0580549861
174780,394553,263,"East Stroudsburg, PA",msa,PA,2016-04-30,139286.12019944485
174790,395125,273,"State College, PA",msa,PA,2016-04-30,213745.3396557876
174794,394453,277,"Chambersburg, PA",msa,PA,2016-04-30,165944.12402128382
174820,395000,304,"Pottsville, PA",msa,PA,2016-04-30,73642.88933694357
174822,394783,306,"Lebanon, PA",msa,PA,2016-04-30,167630.28243173283
174838,394727,322,"Johnstown, PA",msa,PA,2016-04-30,90417.54792119168
174855,394321,340,"Altoona, PA",msa,PA,2016-04-30,137003.88273954965
174873,395225,359,"Williamsport, PA",msa,PA,2016-04-30,157136.71068181607
174896,394630,382,"Gettysburg, PA",msa,PA,2016-04-30,192737.19727516072
174928,395140,415,"Sunbury, PA",msa,PA,2016-04-30,106513.90567913093
174939,394907,427,"New Castle, PA",msa,PA,2016-04-30,95928.36160026744
174943,394847,431,"Meadville, PA",msa,PA,2016-04-30,99991.8083463146
174948,394704,436,"Indiana, PA",msa,PA,2016-04-30,109600.90971994631
174951,394395,439,"Bloomsburg, PA",msa,PA,2016-04-30,171050.58061882525
174962,394541,450,"DuBois, PA",msa,PA,2016-04-30,95591.7222845866
174987,395106,475,"Somerset, PA",msa,PA,2016-04-30,106020.63571491138
175044,395071,536,"Sayre, PA",msa,PA,2016-04-30,141781.07537921052
175104,394933,597,"Oil City, PA",msa,PA,2016-04-30,85203.24415168691
175143,394789,636,"Lewistown, PA",msa,PA,2016-04-30,95816.02686223392
