,RegionID,SizeRank,RegionName,RegionType,StateName,Date,Value
20915,394321,340,"Altoona, PA",msa,PA,2001-12-31,98564.18842653956
20933,395225,359,"Williamsport, PA",msa,PA,2001-12-31,110528.01676473666
20956,394630,382,"Gettysburg, PA",msa,PA,2001-12-31,112399.490990339
21003,394847,431,"Meadville, PA",msa,PA,2001-12-31,66219.1031965338
21011,394395,439,"Bloomsburg, PA",msa,PA,2001-12-31,116167.84134062628
21022,394541,450,"DuBois, PA",msa,PA,2001-12-31,65525.33248094539
21164,394933,597,"Oil City, PA",msa,PA,2001-12-31,55032.08788571579
21487,394974,7,"Philadelphia, PA",msa,PA,2002-01-31,136984.31722108985
21507,394982,27,"Pittsburgh, PA",msa,PA,2002-01-31,93808.68279273376
21549,394318,70,"Allentown, PA",msa,PA,2002-01-31,131269.53299375463
21576,394666,99,"Harrisburg, PA",msa,PA,2002-01-31,124162.56711466868
21578,395075,101,"Scranton, PA",msa,PA,2002-01-31,92179.84297714922
21599,395244,122,"York, PA",msa,PA,2002-01-31,123519.08531477628
21605,395015,128,"Reading, PA",msa,PA,2002-01-31,111843.03648372398
21660,394572,184,"Erie, PA",msa,PA,2002-01-31,92358.52909479768
21749,394453,277,"Chambersburg, PA",msa,PA,2002-01-31,125411.3303933226
21810,394321,340,"Altoona, PA",msa,PA,2002-01-31,98809.5222803416
21828,395225,359,"Williamsport, PA",msa,PA,2002-01-31,110713.03060593194
21851,394630,382,"Gettysburg, PA",msa,PA,2002-01-31,112694.16490407226
21898,394847,431,"Meadville, PA",msa,PA,2002-01-31,66506.61881498755
21906,394395,439,"Bloomsburg, PA",msa,PA,2002-01-31,116440.94875041202
21917,394541,450,"DuBois, PA",msa,PA,2002-01-31,65458.332788274485
22059,394933,597,"Oil City, PA",msa,PA,2002-01-31,55112.38890978665
22382,394974,7,"Philadelphia, PA",msa,PA,2002-02-28,137709.8786565877
22402,394982,27,"Pittsburgh, PA",msa,PA,2002-02-28,94189.37676762482
22444,394318,70,"Allentown, PA",msa,PA,2002-02-28,131912.9977301198
22471,394666,99,"Harrisburg, PA",msa,PA,2002-02-28,124363.299500177
22473,395075,101,"Scranton, PA",msa,PA,2002-02-28,92765.97376321416
22494,395244,122,"York, PA",msa,PA,2002-02-28,123947.86767590269
22500,395015,128,"Reading, PA",msa,PA,2002-02-28,112398.28307910838
22555,394572,184,"Erie, PA",msa,PA,2002-02-28,92652.431159294
22644,394453,277,"Chambersburg, PA",msa,PA,2002-02-28,126536.65080491174
22705,394321,340,"Altoona, PA",msa,PA,2002-02-28,99123.63979015786
22723,395225,359,"Williamsport, PA",msa,PA,2002-02-28,110936.91411830542
22746,394630,382,"Gettysburg, PA",msa,PA,2002-02-28,113048.94013851574
22793,394847,431,"Meadville, PA",msa,PA,2002-02-28,66672.1058449913
22801,394395,439,"Bloomsburg, PA",msa,PA,2002-02-28,116755.32720484832
22812,394541,450,"DuBois, PA",msa,PA,2002-02-28,65508.26546837328
22954,394933,597,"Oil City, PA",msa,PA,2002-02-28,55153.504133815964
23277,394974,7,"Philadelphia, PA",msa,PA,2002-03-31,138540.23251727634
23297,394982,27,"Pittsburgh, PA",msa,PA,2002-03-31,94557.152092857
23339,394318,70,"Allentown, PA",msa,PA,2002-03-31,132420.76618886346
23366,394666,99,"Harrisburg, PA",msa,PA,2002-03-31,124551.18374380814
23368,395075,101,"Scranton, PA",msa,PA,2002-03-31,93340.0766385138
23389,395244,122,"York, PA",msa,PA,2002-03-31,124269.36960922624
23395,395015,128,"Reading, PA",msa,PA,2002-03-31,112950.17512207344
23450,394572,184,"Erie, PA",msa,PA,2002-03-31,92956.13168671062
23539,394453,277,"Chambersburg, PA",msa,PA,2002-03-31,127924.90963542386
23600,394321,340,"Altoona, PA",msa,PA,2002-03-31,99470.01478503684
23618,395225,359,"Williamsport, PA",msa,PA,2002-03-31,111213.24068293668
23641,394630,382,"Gettysburg, PA",msa,PA,2002-03-31,113368.78130208816
23688,394847,431,"Meadville, PA",msa,PA,2002-03-31,66857.20046938468
23696,394395,439,"Bloomsburg, PA",msa,PA,2002-03-31,117063.75580073548
23707,394541,450,"DuBois, PA",msa,PA,2002-03-31,65526.82862415883
23849,394933,597,"Oil City, PA",msa,PA,2002-03-31,55200.283533007874
24172,394974,7,"Philadelphia, PA",msa,PA,2002-04-30,139476.30761566723
24192,394982,27,"Pittsburgh, PA",msa,PA,2002-04-30,94923.99109458536
24234,394318,70,"Allentown, PA",msa,PA,2002-04-30,132985.99019361392
24261,394666,99,"Harrisburg, PA",msa,PA,2002-04-30,124907.81037560738
24263,395075,101,"Scranton, PA",msa,PA,2002-04-30,93732.47416558064
24284,395244,122,"York, PA",msa,PA,2002-04-30,124548.67521959294
24290,395015,128,"Reading, PA",msa,PA,2002-04-30,113406.86673471524
24345,394572,184,"Erie, PA",msa,PA,2002-04-30,93251.47351129696
24434,394453,277,"Chambersburg, PA",msa,PA,2002-04-30,129109.31459541882
24495,394321,340,"Altoona, PA",msa,PA,2002-04-30,99961.66596427686
24513,395225,359,"Williamsport, PA",msa,PA,2002-04-30,111724.97026137628
24536,394630,382,"Gettysburg, PA",msa,PA,2002-04-30,113913.18898451683
24583,394847,431,"Meadville, PA",msa,PA,2002-04-30,67102.23540108434
24591,394395,439,"Bloomsburg, PA",msa,PA,2002-04-30,117570.49370294438
24602,394541,450,"DuBois, PA",msa,PA,2002-04-30,65611.15707645948
24744,394933,597,"Oil City, PA",msa,PA,2002-04-30,55484.31352558365
25067,394974,7,"Philadelphia, PA",msa,PA,2002-05-31,140485.73539576228
25087,394982,27,"Pittsburgh, PA",msa,PA,2002-05-31,95319.1464391114
25129,394318,70,"Allentown, PA",msa,PA,2002-05-31,133651.80889327257
25156,394666,99,"Harrisburg, PA",msa,PA,2002-05-31,125301.2514833962
25158,395075,101,"Scranton, PA",msa,PA,2002-05-31,94065.59304195362
25179,395244,122,"York, PA",msa,PA,2002-05-31,124863.5507651812
25185,395015,128,"Reading, PA",msa,PA,2002-05-31,113870.32526589197
25240,394572,184,"Erie, PA",msa,PA,2002-05-31,93435.24877358996
25329,394453,277,"Chambersburg, PA",msa,PA,2002-05-31,130154.55164879964
25390,394321,340,"Altoona, PA",msa,PA,2002-05-31,100619.41166269266
25408,395225,359,"Williamsport, PA",msa,PA,2002-05-31,112332.39371716196
25431,394630,382,"Gettysburg, PA",msa,PA,2002-05-31,114588.362932432
25478,394847,431,"Meadville, PA",msa,PA,2002-05-31,67385.38920644227
25486,394395,439,"Bloomsburg, PA",msa,PA,2002-05-31,118144.39665996956
25497,394541,450,"DuBois, PA",msa,PA,2002-05-31,65589.71418760432
25639,394933,597,"Oil City, PA",msa,PA,2002-05-31,55859.8614498625
25962,394974,7,"Philadelphia, PA",msa,PA,2002-06-30,141653.46248887735
25982,394982,27,"Pittsburgh, PA",msa,PA,2002-06-30,95638.65263139794
26024,394318,70,"Allentown, PA",msa,PA,2002-06-30,134490.19536242177
26051,394666,99,"Harrisburg, PA",msa,PA,2002-06-30,125737.65583058567
26053,395075,101,"Scranton, PA",msa,PA,2002-06-30,94339.7580575796
26074,395244,122,"York, PA",msa,PA,2002-06-30,125172.95696388852
26080,395015,128,"Reading, PA",msa,PA,2002-06-30,114429.9887887747
26135,394572,184,"Erie, PA",msa,PA,2002-06-30,93693.38252046368
26224,394453,277,"Chambersburg, PA",msa,PA,2002-06-30,131105.20047273245
26285,394321,340,"Altoona, PA",msa,PA,2002-06-30,101295.51310789218
26303,395225,359,"Williamsport, PA",msa,PA,2002-06-30,113035.89037226891
26326,394630,382,"Gettysburg, PA",msa,PA,2002-06-30,115367.77686928242
26373,394847,431,"Meadville, PA",msa,PA,2002-06-30,67683.98659726053
26381,394395,439,"Bloomsburg, PA",msa,PA,2002-06-30,118821.72282295176
26392,394541,450,"DuBois, PA",msa,PA,2002-06-30,65694.84446913729
26534,394933,597,"Oil City, PA",msa,PA,2002-06-30,56273.23367647443
26857,394974,7,"Philadelphia, PA",msa,PA,2002-07-31,142932.03217704102
26877,394982,27,"Pittsburgh, PA",msa,PA,2002-07-31,96076.83696884188
26919,394318,70,"Allentown, PA",msa,PA,2002-07-31,135512.2309127577
26946,394666,99,"Harrisburg, PA",msa,PA,2002-07-31,126066.62522680157
26948,395075,101,"Scranton, PA",msa,PA,2002-07-31,94746.4945807861
26969,395244,122,"York, PA",msa,PA,2002-07-31,125531.23279946728
26975,395015,128,"Reading, PA",msa,PA,2002-07-31,115137.88672282016
27030,394572,184,"Erie, PA",msa,PA,2002-07-31,93967.72173403171
27119,394453,277,"Chambersburg, PA",msa,PA,2002-07-31,132101.2605973584
27180,394321,340,"Altoona, PA",msa,PA,2002-07-31,101973.87106162068
27198,395225,359,"Williamsport, PA",msa,PA,2002-07-31,113806.52947079364
27221,394630,382,"Gettysburg, PA",msa,PA,2002-07-31,116262.39514490888
27268,394847,431,"Meadville, PA",msa,PA,2002-07-31,68108.60290494932
27276,394395,439,"Bloomsburg, PA",msa,PA,2002-07-31,119675.88391033544
27287,394541,450,"DuBois, PA",msa,PA,2002-07-31,65884.38412202908
27429,394933,597,"Oil City, PA",msa,PA,2002-07-31,56746.66781835063
27752,394974,7,"Philadelphia, PA",msa,PA,2002-08-31,144491.57417246827
27772,394982,27,"Pittsburgh, PA",msa,PA,2002-08-31,96670.21281710344
27814,394318,70,"Allentown, PA",msa,PA,2002-08-31,136572.88058317266
27841,394666,99,"Harrisburg, PA",msa,PA,2002-08-31,126395.6487010654
27843,395075,101,"Scranton, PA",msa,PA,2002-08-31,95322.60481666045
27846,394768,104,"Lancaster, PA",msa,PA,2002-08-31,138568.90323978543
27864,395244,122,"York, PA",msa,PA,2002-08-31,125910.94660409076
27870,395015,128,"Reading, PA",msa,PA,2002-08-31,115788.36199087132
27925,394572,184,"Erie, PA",msa,PA,2002-08-31,94221.15023573636
28014,394453,277,"Chambersburg, PA",msa,PA,2002-08-31,133083.81278087242
28075,394321,340,"Altoona, PA",msa,PA,2002-08-31,102617.46652121557
28093,395225,359,"Williamsport, PA",msa,PA,2002-08-31,114455.19588697916
28116,394630,382,"Gettysburg, PA",msa,PA,2002-08-31,117068.57037034124
28163,394847,431,"Meadville, PA",msa,PA,2002-08-31,68719.81291923842
28171,394395,439,"Bloomsburg, PA",msa,PA,2002-08-31,120343.18875682232
28182,394541,450,"DuBois, PA",msa,PA,2002-08-31,66264.70952334862
28324,394933,597,"Oil City, PA",msa,PA,2002-08-31,57248.83303837595
28647,394974,7,"Philadelphia, PA",msa,PA,2002-09-30,146185.7297361977
28667,394982,27,"Pittsburgh, PA",msa,PA,2002-09-30,97262.5037953182
28709,394318,70,"Allentown, PA",msa,PA,2002-09-30,137679.23351958158
28736,394666,99,"Harrisburg, PA",msa,PA,2002-09-30,126805.43245155964
28738,395075,101,"Scranton, PA",msa,PA,2002-09-30,95900.58999318523
28741,394768,104,"Lancaster, PA",msa,PA,2002-09-30,138859.70313973434
28759,395244,122,"York, PA",msa,PA,2002-09-30,126437.62013316056
28765,395015,128,"Reading, PA",msa,PA,2002-09-30,116412.03248225176
28820,394572,184,"Erie, PA",msa,PA,2002-09-30,94550.81123170273
28909,394453,277,"Chambersburg, PA",msa,PA,2002-09-30,134064.83922396647
28970,394321,340,"Altoona, PA",msa,PA,2002-09-30,103306.99286470358
28988,395225,359,"Williamsport, PA",msa,PA,2002-09-30,115108.02025014644
29011,394630,382,"Gettysburg, PA",msa,PA,2002-09-30,117859.6177616659
29058,394847,431,"Meadville, PA",msa,PA,2002-09-30,69223.28223575748
29066,394395,439,"Bloomsburg, PA",msa,PA,2002-09-30,120979.2204724354
29077,394541,450,"DuBois, PA",msa,PA,2002-09-30,66721.10808023521
29219,394933,597,"Oil City, PA",msa,PA,2002-09-30,57743.48149190193
29542,394974,7,"Philadelphia, PA",msa,PA,2002-10-31,147908.23751421514
29562,394982,27,"Pittsburgh, PA",msa,PA,2002-10-31,97769.86150354508
29604,394318,70,"Allentown, PA",msa,PA,2002-10-31,138843.02667538123
29631,394666,99,"Harrisburg, PA",msa,PA,2002-10-31,127241.25650768378
29633,395075,101,"Scranton, PA",msa,PA,2002-10-31,96338.3282819987
29636,394768,104,"Lancaster, PA",msa,PA,2002-10-31,139121.70386669858
29654,395244,122,"York, PA",msa,PA,2002-10-31,127018.8073902046
29660,395015,128,"Reading, PA",msa,PA,2002-10-31,117019.31294803967
29715,394572,184,"Erie, PA",msa,PA,2002-10-31,94883.39624704124
29804,394453,277,"Chambersburg, PA",msa,PA,2002-10-31,135083.50311331262
29865,394321,340,"Altoona, PA",msa,PA,2002-10-31,103824.88051671626
29883,395225,359,"Williamsport, PA",msa,PA,2002-10-31,115673.71298060389
29906,394630,382,"Gettysburg, PA",msa,PA,2002-10-31,118588.77460632609
29953,394847,431,"Meadville, PA",msa,PA,2002-10-31,69661.92547264276
29961,394395,439,"Bloomsburg, PA",msa,PA,2002-10-31,121577.93279419924
29972,394541,450,"DuBois, PA",msa,PA,2002-10-31,67239.45920512699
30114,394933,597,"Oil City, PA",msa,PA,2002-10-31,58217.20779929413
30437,394974,7,"Philadelphia, PA",msa,PA,2002-11-30,149431.6391315707
30457,394982,27,"Pittsburgh, PA",msa,PA,2002-11-30,98046.50280558017
30499,394318,70,"Allentown, PA",msa,PA,2002-11-30,140026.6154821658
30526,394666,99,"Harrisburg, PA",msa,PA,2002-11-30,127698.57464428272
30528,395075,101,"Scranton, PA",msa,PA,2002-11-30,96486.91021441336
30531,394768,104,"Lancaster, PA",msa,PA,2002-11-30,139799.9297720761
30549,395244,122,"York, PA",msa,PA,2002-11-30,127588.48463480105
30555,395015,128,"Reading, PA",msa,PA,2002-11-30,117584.65508221638
30610,394572,184,"Erie, PA",msa,PA,2002-11-30,95257.91984903476
30699,394453,277,"Chambersburg, PA",msa,PA,2002-11-30,135965.02630767514
30760,394321,340,"Altoona, PA",msa,PA,2002-11-30,104059.24280135676
30778,395225,359,"Williamsport, PA",msa,PA,2002-11-30,116116.551205037
30801,394630,382,"Gettysburg, PA",msa,PA,2002-11-30,119210.23360960095
30848,394847,431,"Meadville, PA",msa,PA,2002-11-30,69907.4041945466
30856,394395,439,"Bloomsburg, PA",msa,PA,2002-11-30,122178.7517740291
30867,394541,450,"DuBois, PA",msa,PA,2002-11-30,67627.38097372004
31009,394933,597,"Oil City, PA",msa,PA,2002-11-30,58589.92738355626
31332,394974,7,"Philadelphia, PA",msa,PA,2002-12-31,150902.3024879598
31352,394982,27,"Pittsburgh, PA",msa,PA,2002-12-31,98330.33225523894
31394,394318,70,"Allentown, PA",msa,PA,2002-12-31,141181.30099297693
31421,394666,99,"Harrisburg, PA",msa,PA,2002-12-31,128119.46428701158
31423,395075,101,"Scranton, PA",msa,PA,2002-12-31,96585.70485416356
31426,394768,104,"Lancaster, PA",msa,PA,2002-12-31,140658.92056231492
31444,395244,122,"York, PA",msa,PA,2002-12-31,128086.10308169055
31450,395015,128,"Reading, PA",msa,PA,2002-12-31,118126.91351174464
31505,394572,184,"Erie, PA",msa,PA,2002-12-31,95441.64866646152
31594,394453,277,"Chambersburg, PA",msa,PA,2002-12-31,136771.85813784515
31655,394321,340,"Altoona, PA",msa,PA,2002-12-31,104146.13142940322
31673,395225,359,"Williamsport, PA",msa,PA,2002-12-31,116481.35465651042
31696,394630,382,"Gettysburg, PA",msa,PA,2002-12-31,119773.1821787772
31743,394847,431,"Meadville, PA",msa,PA,2002-12-31,70295.8496812638
31751,394395,439,"Bloomsburg, PA",msa,PA,2002-12-31,122697.19877266102
31762,394541,450,"DuBois, PA",msa,PA,2002-12-31,67922.26159639635
31904,394933,597,"Oil City, PA",msa,PA,2002-12-31,58938.94462028597
32227,394974,7,"Philadelphia, PA",msa,PA,2003-01-31,152275.79867748797
32247,394982,27,"Pittsburgh, PA",msa,PA,2003-01-31,98698.56449850425
32289,394318,70,"Allentown, PA",msa,PA,2003-01-31,142056.8098459296
32316,394666,99,"Harrisburg, PA",msa,PA,2003-01-31,128539.23715383076
32318,395075,101,"Scranton, PA",msa,PA,2003-01-31,96667.12117332862
32321,394768,104,"Lancaster, PA",msa,PA,2003-01-31,141500.72704318297
32339,395244,122,"York, PA",msa,PA,2003-01-31,128685.42080755568
32345,395015,128,"Reading, PA",msa,PA,2003-01-31,118678.12640264934
32400,394572,184,"Erie, PA",msa,PA,2003-01-31,95612.38663364488
32489,394453,277,"Chambersburg, PA",msa,PA,2003-01-31,137540.3384111633
32550,394321,340,"Altoona, PA",msa,PA,2003-01-31,104403.32327055308
32568,395225,359,"Williamsport, PA",msa,PA,2003-01-31,116606.75454616804
32591,394630,382,"Gettysburg, PA",msa,PA,2003-01-31,120065.8607866752
32638,394847,431,"Meadville, PA",msa,PA,2003-01-31,70559.23011120483
32646,394395,439,"Bloomsburg, PA",msa,PA,2003-01-31,122880.5647429034
32657,394541,450,"DuBois, PA",msa,PA,2003-01-31,68129.18128606548
32799,394933,597,"Oil City, PA",msa,PA,2003-01-31,59037.85616912647
33122,394974,7,"Philadelphia, PA",msa,PA,2003-02-28,153609.30550430898
33142,394982,27,"Pittsburgh, PA",msa,PA,2003-02-28,98993.00672302164
33184,394318,70,"Allentown, PA",msa,PA,2003-02-28,142825.679710782
33211,394666,99,"Harrisburg, PA",msa,PA,2003-02-28,128877.7346227218
33213,395075,101,"Scranton, PA",msa,PA,2003-02-28,96757.25387788445
33216,394768,104,"Lancaster, PA",msa,PA,2003-02-28,142200.43885279167
33234,395244,122,"York, PA",msa,PA,2003-02-28,129468.4093595104
33240,395015,128,"Reading, PA",msa,PA,2003-02-28,119380.02497299782
33295,394572,184,"Erie, PA",msa,PA,2003-02-28,95899.81320846765
33384,394453,277,"Chambersburg, PA",msa,PA,2003-02-28,138520.71732777185
33445,394321,340,"Altoona, PA",msa,PA,2003-02-28,104887.93997170465
33463,395225,359,"Williamsport, PA",msa,PA,2003-02-28,116869.08304764982
33486,394630,382,"Gettysburg, PA",msa,PA,2003-02-28,120405.21981093468
33533,394847,431,"Meadville, PA",msa,PA,2003-02-28,70808.35618865775
33541,394395,439,"Bloomsburg, PA",msa,PA,2003-02-28,123111.57852494066
33552,394541,450,"DuBois, PA",msa,PA,2003-02-28,68332.58661915861
33694,394933,597,"Oil City, PA",msa,PA,2003-02-28,59092.40280974174
34017,394974,7,"Philadelphia, PA",msa,PA,2003-03-31,154844.44538376384
34037,394982,27,"Pittsburgh, PA",msa,PA,2003-03-31,99211.949376992
34079,394318,70,"Allentown, PA",msa,PA,2003-03-31,143568.94083516847
34106,394666,99,"Harrisburg, PA",msa,PA,2003-03-31,129161.31662718504
34108,395075,101,"Scranton, PA",msa,PA,2003-03-31,96931.39112116367
34111,394768,104,"Lancaster, PA",msa,PA,2003-03-31,142695.2537349155
34129,395244,122,"York, PA",msa,PA,2003-03-31,130245.26201401332
34135,395015,128,"Reading, PA",msa,PA,2003-03-31,120102.59078358643
34190,394572,184,"Erie, PA",msa,PA,2003-03-31,96251.5145448642
34279,394453,277,"Chambersburg, PA",msa,PA,2003-03-31,139613.84835603982
34340,394321,340,"Altoona, PA",msa,PA,2003-03-31,105464.4602283383
34358,395225,359,"Williamsport, PA",msa,PA,2003-03-31,117153.74295689374
34381,394630,382,"Gettysburg, PA",msa,PA,2003-03-31,120753.42024838754
34428,394847,431,"Meadville, PA",msa,PA,2003-03-31,70905.61621476123
34436,394395,439,"Bloomsburg, PA",msa,PA,2003-03-31,123344.93525758076
34447,394541,450,"DuBois, PA",msa,PA,2003-03-31,68555.9046521212
34589,394933,597,"Oil City, PA",msa,PA,2003-03-31,59150.50741705607
34912,394974,7,"Philadelphia, PA",msa,PA,2003-04-30,156183.95855633545
34932,394982,27,"Pittsburgh, PA",msa,PA,2003-04-30,99421.73760399345
34974,394318,70,"Allentown, PA",msa,PA,2003-04-30,144610.0926970193
35001,394666,99,"Harrisburg, PA",msa,PA,2003-04-30,129609.49638257042
35003,395075,101,"Scranton, PA",msa,PA,2003-04-30,97273.47068086796
35006,394768,104,"Lancaster, PA",msa,PA,2003-04-30,143339.71370946922
35024,395244,122,"York, PA",msa,PA,2003-04-30,130919.4950853904
35030,395015,128,"Reading, PA",msa,PA,2003-04-30,120849.235204221
35085,394572,184,"Erie, PA",msa,PA,2003-04-30,96612.0099416296
35174,394453,277,"Chambersburg, PA",msa,PA,2003-04-30,140577.1685429041
35235,394321,340,"Altoona, PA",msa,PA,2003-04-30,105923.5448593163
35253,395225,359,"Williamsport, PA",msa,PA,2003-04-30,117632.7362379426
35276,394630,382,"Gettysburg, PA",msa,PA,2003-04-30,121298.6177274775
35323,394847,431,"Meadville, PA",msa,PA,2003-04-30,71111.79499495153
35331,394395,439,"Bloomsburg, PA",msa,PA,2003-04-30,123824.29644632574
35342,394541,450,"DuBois, PA",msa,PA,2003-04-30,68711.58467521217
35484,394933,597,"Oil City, PA",msa,PA,2003-04-30,59361.84879740074
35807,394974,7,"Philadelphia, PA",msa,PA,2003-05-31,157695.5848879096
35827,394982,27,"Pittsburgh, PA",msa,PA,2003-05-31,99957.28494921606
35869,394318,70,"Allentown, PA",msa,PA,2003-05-31,146010.94675506695
35896,394666,99,"Harrisburg, PA",msa,PA,2003-05-31,130130.33812503166
35898,395075,101,"Scranton, PA",msa,PA,2003-05-31,97681.23784478212
35901,394768,104,"Lancaster, PA",msa,PA,2003-05-31,144146.8865892996
35919,395244,122,"York, PA",msa,PA,2003-05-31,131582.10715008105
35925,395015,128,"Reading, PA",msa,PA,2003-05-31,121659.20647681617
35980,394572,184,"Erie, PA",msa,PA,2003-05-31,96954.55426989922
36069,394453,277,"Chambersburg, PA",msa,PA,2003-05-31,141873.8060936143
36130,394321,340,"Altoona, PA",msa,PA,2003-05-31,106456.0926202822
36148,395225,359,"Williamsport, PA",msa,PA,2003-05-31,118221.93609814068
36171,394630,382,"Gettysburg, PA",msa,PA,2003-05-31,122033.60962380156
36218,394847,431,"Meadville, PA",msa,PA,2003-05-31,71480.05542040344
36226,394395,439,"Bloomsburg, PA",msa,PA,2003-05-31,124395.75361081396
36237,394541,450,"DuBois, PA",msa,PA,2003-05-31,69050.37663730692
