city,state_id,state_name,county_name,lat,lng,population,density
Gideon,OK,Oklahoma,Cherokee,35.9972,-95.028,270,16.5
Vina,CA,California,Tehama,39.9343,-122.0517,270,77.1
Oakley,MI,Michigan,Saginaw,43.1434,-84.1685,270,101
Skyline,MN,Minnesota,Blue Earth,44.1406,-94.0341,270,356.3
Dunnell,MN,Minnesota,Martin,43.5604,-94.7752,270,135.3
Gateway,AR,Arkansas,Benton,36.4854,-93.9365,270,15.9
Tyonek,AK,Alaska,Kenai Peninsula,61.0734,-151.333,270,1.5
Cantril,IA,Iowa,Van Buren,40.6429,-92.0684,270,201.6
Blencoe,IA,Iowa,Monona,41.9303,-96.082,270,137.2
Oktaha,OK,Oklahoma,Muskogee,35.5775,-95.4779,270,353.3
St. Charles,AR,Arkansas,Arkansas,34.373,-91.1375,270,117.6
Gallina,NM,New Mexico,Rio Arriba,36.2295,-106.8205,270,16.6
La Sal,UT,Utah,San Juan,38.3026,-109.2646,270,2.2
Sauget,IL,Illinois,St. Clair,38.5842,-90.1608,270,22.7
Huckabay,TX,Texas,Erath,32.3486,-98.2971,270,31.1
Leach,OK,Oklahoma,Delaware,36.1979,-94.9099,270,18.1
Casstown,OH,Ohio,Miami,40.0528,-84.1285,269,493.1
Troy Grove,IL,Illinois,LaSalle,41.4657,-89.0815,269,151.2
Plainville,IL,Illinois,Adams,39.7848,-91.1815,269,186.1
Everetts,NC,North Carolina,Martin,35.8346,-77.1721,269,210.8
Tharptown,PA,Pennsylvania,Northumberland,40.8028,-76.572,269,575
Centerville,MO,Missouri,Reynolds,37.4367,-90.9601,269,108.4
Genoa,WI,Wisconsin,Vernon,43.5732,-91.2262,269,182.9
Clifford,MI,Michigan,Lapeer,43.3148,-83.1793,269,68.9
Caryville,FL,Florida,Washington,30.7753,-85.812,269,34.5
Force,PA,Pennsylvania,Elk,41.2581,-78.5035,269,246.6
Rock River,WY,Wyoming,Albany,41.7317,-105.9752,269,44.6
Ethan,SD,South Dakota,Davison,43.5463,-97.9834,269,254.7
Cobalt,MO,Missouri,Madison,37.5454,-90.2876,269,563.3
Worthington Springs,FL,Florida,Union,29.933,-82.4149,269,108.3
Grandin,MO,Missouri,Carter,36.8308,-90.8221,269,259.4
Merino,CO,Colorado,Logan,40.4835,-103.3535,269,426.9
Axis,AL,Alabama,Mobile,30.9309,-88.018,269,29.7
Nehalem,OR,Oregon,Tillamook,45.7196,-123.8941,269,360.6
Waverly,FL,Florida,Polk,27.9843,-81.6199,269,72.2
Luther,MI,Michigan,Lake,44.0386,-85.6827,269,106.7
Little Ponderosa,OK,Oklahoma,Beaver,36.9612,-100.8782,269,138.9
No Name,CO,Colorado,Garfield,39.5597,-107.293,269,241.6
Oneida,KY,Kentucky,Clay,37.2701,-83.6496,269,50.8
Dewy Rose,GA,Georgia,Elbert,34.1681,-82.9395,269,62.2
Center,IN,Indiana,Howard,40.4368,-86.0596,268,114.9
Winn,MI,Michigan,Isabella,43.5187,-84.9011,268,180.5
Lueders,TX,Texas,Jones,32.8004,-99.6232,268,175.5
Lassalle Comunidad,PR,Puerto Rico,Moca,18.3854,-67.0617,268,737.2
Wolflake,IN,Indiana,Noble,41.335,-85.4958,268,62.6
Peterson,MN,Minnesota,Fillmore,43.7868,-91.8333,268,217.7
Daisytown,PA,Pennsylvania,Cambria,40.3201,-78.9035,268,331.4
Mooar,IA,Iowa,Lee,40.432,-91.4447,268,39.1
Utica,KY,Kentucky,Daviess,37.6028,-87.1126,268,98.5
Dwight,KS,Kansas,Morris,38.8449,-96.5921,268,235.9
Kaycee,WY,Wyoming,Johnson,43.7101,-106.6371,268,235.7
Villard,MN,Minnesota,Pope,45.7137,-95.2689,268,121.6
Gaastra,MI,Michigan,Iron,46.0557,-88.605,268,63.3
Roosevelt,OK,Oklahoma,Kiowa,34.8483,-99.0223,268,210.5
Sikes,LA,Louisiana,Winn,32.079,-92.4863,268,66.2
Otoe,NE,Nebraska,Otoe,40.7243,-96.1207,268,186.7
Nuremberg,PA,Pennsylvania,Schuylkill,40.9378,-76.1685,268,172.8
Milburn,OK,Oklahoma,Johnston,34.24,-96.552,268,220.5
Westville,FL,Florida,Holmes,30.7697,-85.8465,268,14.3
Lenapah,OK,Oklahoma,Nowata,36.8514,-95.6357,268,251.3
Catherine,CO,Colorado,Garfield,39.4017,-107.133,268,120.5
Forest,IN,Indiana,Clinton,40.3736,-86.3328,268,244
Lamont,OK,Oklahoma,Grant,36.6911,-97.5583,267,126
Chunky,MS,Mississippi,Newton,32.3275,-88.9302,267,123.7
La Motte,IA,Iowa,Jackson,42.2956,-90.6233,267,227.3
Everton,MO,Missouri,Dade,37.3429,-93.7023,267,343.6
Del Sol,TX,Texas,San Patricio,28.0132,-97.5202,267,120.1
Fowlerville,NY,New York,Livingston,42.894,-77.8479,267,114.4
Sebastopol,MS,Mississippi,Scott,32.5679,-89.334,267,65.8
Union,AL,Alabama,Greene,32.9938,-87.9071,267,125.5
Chance,MD,Maryland,Somerset,38.1772,-75.9366,267,61.7
Millhousen,IN,Indiana,Decatur,39.2114,-85.435,267,114.5
Goshen,NJ,New Jersey,Cape May,39.1465,-74.8524,267,59.1
Chilhowee,MO,Missouri,Johnson,38.5885,-93.8559,267,320.7
Cruger,MS,Mississippi,Holmes,33.323,-90.2355,267,106.9
Hickory Ridge,AR,Arkansas,Cross,35.4029,-90.9946,267,159.2
Rincon,NM,New Mexico,Doña Ana,32.6726,-107.0759,267,97.7
Raisin City,CA,California,Fresno,36.6033,-119.9092,267,135.7
East Carondelet,IL,Illinois,St. Clair,38.5385,-90.24,267,87.6
Rio,LA,Louisiana,Washington,30.6914,-89.8896,267,91
Randolph,IA,Iowa,Fremont,40.8731,-95.5647,266,66.2
Norway,IN,Indiana,White,40.7797,-86.7719,266,114.9
Napoleon,IN,Indiana,Ripley,39.2043,-85.3279,266,321.4
Norene,TN,Tennessee,Wilson,36.0541,-86.2382,266,60.1
Tarlton,OH,Ohio,Pickaway,39.5543,-82.7781,266,360.8
Arlington,KY,Kentucky,Carlisle,36.7904,-89.0132,266,193.5
Turon,KS,Kansas,Reno,37.8075,-98.4278,266,230.8
Gurley,NE,Nebraska,Cheyenne,41.3214,-102.9745,266,217.9
Hilltop,TX,Texas,Frio,28.6938,-99.1761,266,81.8
Beaver Creek,MN,Minnesota,Rock,43.6123,-96.3624,266,194.2
Rocky,OK,Oklahoma,Washita,35.1562,-99.0597,266,135.6
Plessis,NY,New York,Jefferson,44.2736,-75.8574,266,156.8
Cumberland,IA,Iowa,Cass,41.2732,-94.8705,266,165.7
Louviers,CO,Colorado,Douglas,39.4799,-105.0033,266,65
Stella,MO,Missouri,Newton,36.7626,-94.191,266,197.7
Cheshire,OR,Oregon,Lane,44.1901,-123.2834,266,218.4
Los Panes,PR,Puerto Rico,Caguas,18.1848,-66.076,266,509.8
Calumet,MN,Minnesota,Itasca,47.3196,-93.2666,266,57.1
Conception,MO,Missouri,Nodaway,40.2411,-94.6805,266,137
Satilla,GA,Georgia,Jeff Davis,31.7919,-82.5638,266,33.6
Kinderhook,IL,Illinois,Pike,39.7037,-91.1526,266,127.2
Fairfield,TN,Tennessee,Sumner,36.6208,-86.3425,266,103.6
Aquilla,OH,Ohio,Geauga,41.5465,-81.173,266,310.6
Grammer,IN,Indiana,Bartholomew,39.1528,-85.725,266,75.2
Vann Crossroads,NC,North Carolina,Sampson,35.1697,-78.4026,266,22.5
Phoenicia,NY,New York,Ulster,42.079,-74.3089,266,225.6
Lisbon,LA,Louisiana,Claiborne,32.7893,-92.8672,266,7.8
Stockwell,IN,Indiana,Tippecanoe,40.2818,-86.7689,266,41.6
Dixie Inn,LA,Louisiana,Webster,32.5968,-93.3317,265,210.9
Markleysburg,PA,Pennsylvania,Fayette,39.7364,-79.4516,265,232.9
Nadine,NM,New Mexico,Lea,32.6231,-103.1078,265,9
Ransom,KS,Kansas,Ness,38.6367,-99.9328,265,249.8
Laclede,MO,Missouri,Linn,39.7879,-93.1697,265,81.9
Dutton,MT,Montana,Teton,47.8476,-111.7146,265,359.9
Cannonville,UT,Utah,Garfield,37.5689,-112.0531,265,39.8
Farrell,MS,Mississippi,Coahoma,34.2617,-90.675,265,78.8
Ukiah,OR,Oregon,Umatilla,45.1344,-118.9331,265,148.9
Riverview Colony,MT,Montana,Liberty,48.1823,-111.0327,265,113.1
Heckscherville,PA,Pennsylvania,Schuylkill,40.721,-76.2669,265,58.7
White Hills,AZ,Arizona,Mohave,35.7242,-114.4004,265,2
Riverton,IA,Iowa,Fremont,40.6871,-95.5686,265,169.8
Darbyville,OH,Ohio,Pickaway,39.6957,-83.1139,265,198.4
Twilight,PA,Pennsylvania,Washington,40.1158,-79.8936,265,63.5
Greensboro Bend,VT,Vermont,Orleans,44.5582,-72.2643,265,45.8
Brothertown,WI,Wisconsin,Calumet,43.9713,-88.3127,264,84.9
Lindsay,NE,Nebraska,Platte,41.6991,-97.6939,264,215.1
Rose Hill,IA,Iowa,Mahaska,41.3203,-92.4637,264,219.3
Heath,AL,Alabama,Covington,31.3579,-86.4673,264,114.5
Kistler,WV,West Virginia,Logan,37.7656,-81.8578,264,68.6
Lakeview,NE,Nebraska,Platte,41.4998,-97.3775,264,167.2
Renwick,IA,Iowa,Humboldt,42.8269,-93.9813,264,101.7
Elrod,NC,North Carolina,Robeson,34.6072,-79.2307,264,19.1
Fountain Run,KY,Kentucky,Monroe,36.7238,-85.9561,264,77.5
Canovanillas,PR,Puerto Rico,Canóvanas,18.3345,-65.9039,264,150.3
Fronton,TX,Texas,Starr,26.4255,-99.0761,264,243.9
Crisman,CO,Colorado,Boulder,40.0416,-105.3675,264,69.9
Easton,MO,Missouri,Buchanan,39.7226,-94.6404,263,172.3
Bonnieville,KY,Kentucky,Hart,37.3774,-85.9015,263,176.7
Toccopola,MS,Mississippi,Pontotoc,34.2561,-89.2211,263,12
Downsville,WI,Wisconsin,Dunn,44.7709,-91.9257,263,136.1
Henning,IL,Illinois,Vermilion,40.3069,-87.701,263,66.6
Winchester,ID,Idaho,Lewis,46.2409,-116.6242,263,365.5
Cowan,CA,California,Stanislaus,37.5601,-120.9888,263,407.1
Washburn,TX,Texas,Armstrong,35.1692,-101.57,263,105.5
Magnolia,DE,Delaware,Kent,39.0714,-75.476,263,583.4
Afton,VA,Virginia,Nelson,38.0266,-78.8357,263,45.1
Spartansburg,PA,Pennsylvania,Crawford,41.8241,-79.6829,263,153.1
Bladensburg,OH,Ohio,Knox,40.2852,-82.2837,263,108.1
Holland,IA,Iowa,Grundy,42.4001,-92.7988,263,148.9
Highgate Center,VT,Vermont,Franklin,44.9375,-73.0421,263,152.9
Bayard,WV,West Virginia,Grant,39.2711,-79.3662,263,369.8
New Deal,TN,Tennessee,Sumner,36.5139,-86.5629,263,53.6
Steward,IL,Illinois,Lee,41.8493,-89.015,262,43.9
Stroh,IN,Indiana,LaGrange,41.5814,-85.1994,262,213.3
Armstrong,MO,Missouri,Howard,39.2692,-92.7042,262,123.3
Santee,NE,Nebraska,Knox,42.8386,-97.8495,262,179.3
Stockport,IA,Iowa,Van Buren,40.8573,-91.8334,262,98.5
Mill Creek,OK,Oklahoma,Johnston,34.4022,-96.8249,262,288.3
Beattie,KS,Kansas,Marshall,39.8624,-96.4178,262,254.1
Staunton,IN,Indiana,Clay,39.4864,-87.189,262,442.9
Temperanceville,VA,Virginia,Accomack,37.8991,-75.5526,262,29.6
Killona,LA,Louisiana,St. Charles,29.9985,-90.4851,262,126.9
Taylorstown,PA,Pennsylvania,Washington,40.1567,-80.3865,262,95.8
Kirkville,IA,Iowa,Wapello,41.1423,-92.5036,262,179.6
Snelling,SC,South Carolina,Barnwell,33.2416,-81.4622,262,25.1
Woodruff,UT,Utah,Rich,41.5212,-111.1639,262,141.2
Wyola,MT,Montana,Big Horn,45.1154,-107.3738,262,15
Chester,TX,Texas,Tyler,30.9214,-94.6002,262,64.2
Mountain,WI,Wisconsin,Oconto,45.1863,-88.468,262,15.1
Chewsville,MD,Maryland,Washington,39.6484,-77.6311,262,121.1
Oak Creek Canyon,AZ,Arizona,Coconino,34.949,-111.7505,262,4.4
East Glacier Park Village,MT,Montana,Glacier,48.4459,-113.2235,262,23.2
Bigelow,MN,Minnesota,Nobles,43.5053,-95.6892,261,256.4
Williams,MN,Minnesota,Lake of the Woods,48.768,-94.9533,261,103.2
Warfield,KY,Kentucky,Martin,37.8415,-82.4224,261,122.1
Friesland,WI,Wisconsin,Columbia,43.5886,-89.067,261,99.8
Waterbury Center,VT,Vermont,Washington,44.378,-72.7208,261,232
Jewett,IL,Illinois,Cumberland,39.2077,-88.2431,261,100.3
Sawyer,ND,North Dakota,Ward,48.0894,-101.0533,261,205.3
Crystal Lake,IA,Iowa,Hancock,43.223,-93.7927,261,190.7
Kanorado,KS,Kansas,Sherman,39.3366,-102.0373,261,186.6
Rushville,MO,Missouri,Buchanan,39.5874,-95.0235,261,323.2
Lower Kalskag,AK,Alaska,Bethel,61.5163,-160.3556,261,81
Abercrombie,ND,North Dakota,Richland,46.4469,-96.7294,261,268.1
Ewing,KY,Kentucky,Fleming,38.4278,-83.8619,261,218.5
Harpster,OH,Ohio,Wyandot,40.7384,-83.2502,261,51.1
Joplin,MT,Montana,Liberty,48.559,-110.773,261,79.8
Woodville,GA,Georgia,Greene,33.6713,-83.1068,261,20.3
Centerville,NC,North Carolina,Franklin,36.1865,-78.1113,261,61.9
Nettie,WV,West Virginia,Nicholas,38.2183,-80.6889,261,32
Fountain Springs,PA,Pennsylvania,Schuylkill,40.7722,-76.3284,261,179.4
Sandy Hook,WI,Wisconsin,Grant,42.5466,-90.6168,261,71.6
Elyria,KS,Kansas,McPherson,38.2896,-97.6339,261,21.1
Hartz Lake,IN,Indiana,Starke,41.1762,-86.4942,260,238.4
Fleischmanns,NY,New York,Delaware,42.1552,-74.5335,260,153.3
San Lorenzo,NM,New Mexico,Grant,32.8086,-107.9221,260,57.5
Leonard,ND,North Dakota,Cass,46.6523,-97.2499,260,133.7
West Sullivan,MO,Missouri,Crawford,38.192,-91.1919,260,94.9
Lineville,IA,Iowa,Wayne,40.587,-93.5232,260,111.5
Klein,MT,Montana,Musselshell,46.3983,-108.5525,260,7.8
Garland,NE,Nebraska,Seward,40.9446,-96.9855,260,270.3
Allen,KS,Kansas,Lyon,38.655,-96.1697,260,193.8
Garland,AR,Arkansas,Miller,33.3609,-93.7142,260,114.5
Mountain Dale,NY,New York,Sullivan,41.6936,-74.5218,260,17.3
Johnson,NE,Nebraska,Nemaha,40.4106,-95.9996,260,251.8
Good Hope,OH,Ohio,Fayette,39.4467,-83.3594,260,133.4
Universal,IN,Indiana,Vermillion,39.6226,-87.4554,260,378.2
Moore,MT,Montana,Fergus,46.975,-109.6949,260,109.3
Summertown,GA,Georgia,Emanuel,32.7458,-82.2763,260,127.6
Snover,MI,Michigan,Sanilac,43.4564,-82.9684,260,29.4
Hedgesville,WV,West Virginia,Berkeley,39.5544,-77.9944,260,687.1
Hanover,NM,New Mexico,Grant,32.8149,-108.0897,260,71.8
Darrouzett,TX,Texas,Lipscomb,36.4447,-100.3258,260,197.5
Shipshewana Lake,IN,Indiana,LaGrange,41.6851,-85.6064,259,143.6
Delight,AR,Arkansas,Pike,34.0301,-93.5072,259,181.3
Elizabeth,MS,Mississippi,Washington,33.4271,-90.8808,259,83.5
Iola,TX,Texas,Grimes,30.7719,-96.0771,259,97
Geraldine,MT,Montana,Chouteau,47.6022,-110.2663,259,174.4
Easton,KS,Kansas,Leavenworth,39.3456,-95.1172,259,260.4
Oakdale,WI,Wisconsin,Monroe,43.9622,-90.3791,259,135
Colfax,ND,North Dakota,Richland,46.471,-96.8725,259,99
Lolita,TX,Texas,Jackson,28.8326,-96.5388,259,38.9
Madrid,AL,Alabama,Houston,31.0356,-85.3992,259,57.2
La Barge,WY,Wyoming,Lincoln,42.2605,-110.1971,259,103
Hillside Colony,MT,Montana,Toole,48.9789,-112.0704,259,262.1
Pleasant Dale,NE,Nebraska,Seward,40.791,-96.9329,259,100.2
Opdyke,IL,Illinois,Jefferson,38.2583,-88.7898,259,189.4
Verona,IL,Illinois,Grundy,41.2157,-88.505,259,235.6
Bowers,PA,Pennsylvania,Berks,40.4849,-75.7423,259,164.5
Crab Orchard,IL,Illinois,Williamson,37.7249,-88.8059,259,71.7
Pomona,MO,Missouri,Howell,36.8671,-91.9134,259,28
East Side,PA,Pennsylvania,Carbon,41.0621,-75.7595,259,86.6
Waverly,GA,Georgia,Camden,31.1012,-81.7279,259,18
Casa Colorada,NM,New Mexico,Valencia,34.5534,-106.742,259,18.1
Norris,IL,Illinois,Fulton,40.6258,-90.0321,259,118.5
Dresbach,MN,Minnesota,Winona,43.8893,-91.3438,259,105.8
Lincoln,VT,Vermont,Addison,44.1028,-72.9937,259,42.4
Kampsville,IL,Illinois,Calhoun,39.2971,-90.6127,258,97.7
Maywood,NE,Nebraska,Frontier,40.6587,-100.6223,258,157.1
Florida,OH,Ohio,Henry,41.3238,-84.2002,258,290.2
Worley,ID,Idaho,Kootenai,47.4007,-116.9193,258,309.4
Gorman,MD,Maryland,Garrett,39.2923,-79.3527,258,79.4
Riggins,ID,Idaho,Idaho,45.4203,-116.3179,258,250.5
Steely Hollow,OK,Oklahoma,Cherokee,35.9877,-94.9456,258,20.9
Millfield,OH,Ohio,Athens,39.434,-82.0949,258,175.6
Rickardsville,IA,Iowa,Dubuque,42.5815,-90.8762,258,108.3
Crystal Springs,AR,Arkansas,Garland,34.5247,-93.3336,258,44.6
Jackson,NE,Nebraska,Dakota,42.4507,-96.5787,258,221.2
New Trenton,IN,Indiana,Franklin,39.3088,-84.8969,258,218.2
Buckland,OH,Ohio,Auglaize,40.6235,-84.2599,258,244.4
Bryant,IN,Indiana,Jay,40.5359,-84.9633,258,246.8
Georgetown,MS,Mississippi,Copiah,31.8698,-90.1648,258,148.1
Sandy Ridge,PA,Pennsylvania,Centre,40.8105,-78.2345,258,156.5
Roseland,NE,Nebraska,Adams,40.4697,-98.5587,258,158.1
Hemlock,OH,Ohio,Perry,39.5905,-82.1545,258,167.9
Renner Corner,SD,South Dakota,Minnehaha,43.6524,-96.7044,258,77.4
Storden,MN,Minnesota,Cottonwood,44.0396,-95.3193,258,245.6
St. Hilaire,MN,Minnesota,Pennington,48.0135,-96.2137,258,127.4
Beaux Arts Village,WA,Washington,King,47.5853,-122.205,258,1465.6
Logan,ND,North Dakota,Ward,48.1557,-101.1664,258,68.3
Pumpkin Center,CA,California,Kern,35.2653,-119.0324,258,213.3
Camargito,TX,Texas,Starr,26.3451,-98.7387,258,529.3
Prairie Creek,IN,Indiana,Vigo,39.275,-87.4972,258,63.8
Imperial,TX,Texas,Pecos,31.2668,-102.6947,258,23.6
Salvisa,KY,Kentucky,Mercer,37.921,-84.8615,258,54.1
Redding Center,CT,Connecticut,Western Connecticut,41.3067,-73.3831,258,144.6
Hainesburg,NJ,New Jersey,Warren,40.9577,-75.0503,257,66
Stratton,OH,Ohio,Jefferson,40.5255,-80.6314,257,184.9
Watts,OK,Oklahoma,Adair,36.1073,-94.5718,257,186.5
Cunningham,KY,Kentucky,Carlisle,36.9081,-88.8869,257,94.6
Provencal,LA,Louisiana,Natchitoches,31.6547,-93.1999,257,40.4
Grays River,WA,Washington,Wahkiakum,46.3608,-123.589,257,4.9
Midway,OH,Ohio,Madison,39.7332,-83.4766,257,177.3
Millville,MN,Minnesota,Wabasha,44.2448,-92.2958,257,293.3
Cedar Crest,OK,Oklahoma,Mayes,36.1232,-95.1732,257,13.6
Castalia,NC,North Carolina,Nash,36.0823,-78.0576,257,131.8
Emma,MO,Missouri,Lafayette,38.9751,-93.495,257,169.3
Dayville,OR,Oregon,Grant,44.4667,-119.5322,257,188.8
Creola,LA,Louisiana,Grant,31.43,-92.4829,257,241.8
Hecla,SD,South Dakota,Brown,45.8822,-98.152,257,158.5
Bruce Crossing,MI,Michigan,Ontonagon,46.5394,-89.1779,257,22
Dale,OK,Oklahoma,Pottawatomie,35.3842,-97.0434,257,133.8
Denton,GA,Georgia,Jeff Davis,31.7222,-82.6968,257,65.3
Whiting,KS,Kansas,Jackson,39.5878,-95.6112,257,98.6
Wilmont,MN,Minnesota,Nobles,43.765,-95.8269,257,170.7
Colerain,NC,North Carolina,Bertie,36.2013,-76.7661,257,58
Amasa,MI,Michigan,Iron,46.2295,-88.4579,257,24.6
Bridgeville,NJ,New Jersey,Warren,40.8427,-75.0303,257,109.2
Colony,AL,Alabama,Cullman,33.9413,-86.9022,257,45.9
Skene,MS,Mississippi,Bolivar,33.704,-90.7974,256,24
Wyatt,MO,Missouri,Mississippi,36.9371,-89.1911,256,84.3
Milligan,NE,Nebraska,Fillmore,40.5001,-97.3882,256,262.4
Ladora,IA,Iowa,Iowa,41.7557,-92.1859,256,300.6
Oak Island,TX,Texas,Chambers,29.6628,-94.6883,256,82.3
Halchita,UT,Utah,San Juan,37.1314,-109.9131,256,5.8
Ashton,NE,Nebraska,Sherman,41.2477,-98.795,256,167
Jeffersonville,IL,Illinois,Wayne,38.4425,-88.404,256,97.6
Spring Ridge,FL,Florida,Gilchrist,29.8218,-82.7245,256,30.8
Redford,NY,New York,Clinton,44.6063,-73.8114,256,73.5
Rogers,OH,Ohio,Columbiana,40.7897,-80.6275,256,192.3
Forest,LA,Louisiana,West Carroll,32.7925,-91.4126,256,59.1
Gladstone,ND,North Dakota,Stark,46.8595,-102.5701,256,99.1
Saxis,VA,Virginia,Accomack,37.926,-75.7224,256,244.3
Rensselaer,MO,Missouri,Ralls,39.6692,-91.5387,256,50.6
Starks,LA,Louisiana,Calcasieu,30.3105,-93.6667,256,28.8
Raymond,NE,Nebraska,Lancaster,40.9567,-96.7816,256,238.5
Keller,WA,Washington,Ferry,48.0852,-118.7164,256,10.4
Kalihiwai,HI,Hawaii,Kauai,22.2165,-159.4405,256,37.4
Grand Marais,MI,Michigan,Alger,46.6685,-85.9751,256,52.2
Robertsville,OH,Ohio,Stark,40.7621,-81.1936,256,227.8
Lake George,MN,Minnesota,Hubbard,47.1895,-94.9822,256,19.5
Bolt,WV,West Virginia,Raleigh,37.7623,-81.4189,256,18.2
Mapleville,MD,Maryland,Washington,39.5358,-77.6463,256,245
Willow Hill,IL,Illinois,Jasper,38.9958,-88.0218,256,95.1
Catawba,OH,Ohio,Clark,39.9996,-83.6219,255,160.6
Abington,IN,Indiana,Wayne,39.7331,-84.963,255,40.3
Orwin,PA,Pennsylvania,Schuylkill,40.5839,-76.5314,255,160.2
Curryville,MO,Missouri,Pike,39.3457,-91.3413,255,143.7
Cloverland,IN,Indiana,Clay,39.5014,-87.2314,255,167
La Esperanza,TX,Texas,Starr,26.4313,-98.8923,255,294.3
Rossburg,OH,Ohio,Darke,40.2801,-84.6383,255,280.2
Cove Neck,NY,New York,Nassau,40.884,-73.5002,255,76.7
Arona,PA,Pennsylvania,Westmoreland,40.2683,-79.6578,255,188.5
Castella,CA,California,Shasta,41.1549,-122.3032,255,88
East Poultney,VT,Vermont,Rutland,43.5259,-73.2107,255,127
Salisbury Center,NY,New York,Herkimer,43.1423,-74.7828,255,107.6
Rembert,SC,South Carolina,Sumter,34.1037,-80.5306,255,25.7
Hardyville,KY,Kentucky,Hart,37.2535,-85.7896,255,156
Freistatt,MO,Missouri,Lawrence,37.0213,-93.8976,255,214.8
Pleasant Grove,AR,Arkansas,Stone,35.8205,-91.907,255,34.9
Midland,CO,Colorado,Teller,38.8468,-105.1579,255,57.2
Lockbourne,OH,Ohio,Franklin,39.8078,-82.9838,255,125.4
Golf,FL,Florida,Palm Beach,26.5043,-80.1091,255,120
Arthur,IA,Iowa,Ida,42.3354,-95.3468,255,289.6
Swan Valley,ID,Idaho,Bonneville,43.4445,-111.3287,255,8.6
Easton,IL,Illinois,Mason,40.2321,-89.8415,255,135.9
Pulaski,IL,Illinois,Pulaski,37.2163,-89.2078,255,75.2
Norcatur,KS,Kansas,Decatur,39.8347,-100.1888,255,98.9
Kellnersville,WI,Wisconsin,Manitowoc,44.2253,-87.8021,255,182.6
San Isidro,TX,Texas,Starr,26.7136,-98.4479,255,31.7
Acampo,CA,California,San Joaquin,38.1735,-121.2797,255,105
Lenox Dale,MA,Massachusetts,Berkshire,42.3339,-73.2496,255,179.9
Harrison Lake,IN,Indiana,Bartholomew,39.1855,-86.0256,254,266.2
Hedley,TX,Texas,Donley,34.8674,-100.659,254,137.2
Henderson,IL,Illinois,Knox,41.0238,-90.3535,254,185.6
Glendale,SC,South Carolina,Spartanburg,34.9452,-81.8364,254,476.8
Moro,AR,Arkansas,Lee,34.792,-90.988,254,101.6
Hills and Dales,OH,Ohio,Stark,40.8292,-81.4439,254,261.6
Radisson,WI,Wisconsin,Sawyer,45.7678,-91.218,254,248.2
Cal-Nev-Ari,NV,Nevada,Clark,35.2996,-114.8777,254,43
Culloden,GA,Georgia,Monroe,32.8632,-84.0939,254,126.2
Weston,NE,Nebraska,Saunders,41.1931,-96.7422,254,184.1
Lyle,WA,Washington,Klickitat,45.6956,-121.2805,254,138.9
Secor,IL,Illinois,Woodford,40.7418,-89.135,254,326.7
Foster,OK,Oklahoma,Garvin,34.6046,-97.4907,254,2.8
Sanctuary,TX,Texas,Parker,32.9132,-97.5877,254,114.5
Nazareth,TX,Texas,Castro,34.5416,-102.1021,254,147.1
Fort McDermitt,NV,Nevada,Humboldt,41.9655,-117.6394,254,5.5
Noma,FL,Florida,Holmes,30.9802,-85.6223,254,91.9
Bruce,SD,South Dakota,Brookings,44.4378,-96.8906,254,208.8
Mountain Meadows,CA,California,Kern,35.0956,-118.4335,254,23.8
Gasconade,MO,Missouri,Gasconade,38.6703,-91.56,254,244.8
Somerville,IN,Indiana,Gibson,38.2786,-87.377,254,316.2
Gilman,MN,Minnesota,Benton,45.7353,-93.9486,254,204.8
Middletown,IL,Illinois,Logan,40.0994,-89.5903,254,115.7
Engelhard,NC,North Carolina,Hyde,35.5092,-76.0095,254,30.4
Villa Esperanza,PR,Puerto Rico,Toa Baja,18.4262,-66.2311,254,1490.6
Flat Rock,IN,Indiana,Shelby,39.3642,-85.8317,253,191.5
Woodside,DE,Delaware,Kent,39.0711,-75.5677,253,270.7
Coffee City,TX,Texas,Henderson,32.1383,-95.4871,253,50.5
Upper Kalskag,AK,Alaska,Bethel,61.5416,-160.3337,253,27.5
Davenport,ND,North Dakota,Cass,46.7148,-97.0657,253,110
Panama,NE,Nebraska,Lancaster,40.5998,-96.5111,253,231.7
Deer Creek,MN,Minnesota,Otter Tail,46.3909,-95.3217,253,24.4
Ridgeway,IA,Iowa,Winneshiek,43.2971,-91.9924,253,129.4
East Dorset,VT,Vermont,Bennington,43.245,-73.0069,253,43.9
Bluffton,MN,Minnesota,Otter Tail,46.4696,-95.2338,253,35.7
Falmouth,MI,Michigan,Missaukee,44.2429,-85.0848,253,143.7
Manlius,IL,Illinois,Bureau,41.4557,-89.6692,253,407.7
Hammett,ID,Idaho,Elmore,42.9441,-115.4654,253,83.1
Mears,MI,Michigan,Oceana,43.6835,-86.4222,253,85.9
Homewood at Martinsburg,PA,Pennsylvania,Blair,40.3044,-78.3323,253,1088.7
Silver Lake,OR,Oregon,Lake,43.1264,-121.0495,253,66.1
Medina,ND,North Dakota,Stutsman,46.8938,-99.2999,253,80.5
Carrsville,VA,Virginia,Isle of Wight,36.7088,-76.837,253,30.5
Stockdale,PA,Pennsylvania,Washington,40.0835,-79.8504,253,77.3
Elk City,ID,Idaho,Idaho,45.8266,-115.4378,253,39
Heislerville,NJ,New Jersey,Cumberland,39.2236,-74.9915,253,136
Dwight,NE,Nebraska,Butler,41.0827,-97.0191,253,137.7
Cree Lake,IN,Indiana,Noble,41.5073,-85.2748,252,152.6
